0	65000	0
3	71111.1111111111	1924.50089729876
6	95000	15000
8	106666.666666667	15275.2523165195
24	144444.444444444	10183.5015443463
27	162222.222222222	10183.5015443463
30	186111.111111111	9622.50448649374
48	370000	28284.2712474619
50	343333.333333333	5773.50269189626
72	353333.333333333	23094.010767585
