0	65000	0
3	76074.0740740741	4452.76997989197
6	88333.3333333333	6236.09564462324
8	110222.222222222	11638.0601667307
24	156888.888888889	28435.7625639369
27	165111.111111111	9269.62382871743
30	189851.851851852	11709.9725358398
48	354500	37382.4082215745
50	365416.666666667	13307.2661855594
72	350740.740740741	19563.1298462878
